LCLid,cluster,Acorn,Acorn_grouped,stdorToU
MAC001994,1,ACORN-Q,Adversity,Std
MAC001995,1,ACORN-E,Affluent,Std
MAC001996,2,ACORN-H,Comfortable,Std
MAC001997,2,ACORN-U,ACORN-U,Std
MAC001998,2,ACORN-E,Affluent,ToU
MAC001999,2,ACORN-D,Affluent,Std
MAC002000,2,ACORN-M,Adversity,Std
MAC002001,2,ACORN-Q,Adversity,Std
MAC002002,0,ACORN-E,Affluent,Std
MAC002003,2,ACORN-Q,Adversity,Std
MAC002004,1,ACORN-H,Comfortable,Std
MAC002005,2,ACORN-D,Affluent,ToU
MAC002006,2,ACORN-E,Affluent,ToU
MAC002007,1,ACORN-E,Affluent,Std
MAC002008,2,ACORN-E,Affluent,Std
MAC002009,2,ACORN-Q,Adversity,Std
MAC002010,2,ACORN-D,Affluent,Std
MAC002011,2,ACORN-Q,Adversity,ToU
MAC002012,1,ACORN-F,Comfortable,Std
MAC002013,2,ACORN-L,Adversity,ToU
MAC002014,2,ACORN-D,Affluent,Std
MAC002015,2,ACORN-C,Affluent,Std
MAC002016,2,ACORN-E,Affluent,Std
MAC002017,2,ACORN-E,Affluent,ToU
MAC002018,2,ACORN-E,Affluent,Std
MAC002019,2,ACORN-E,Affluent,Std
MAC002020,2,ACORN-H,Comfortable,Std
MAC002021,2,ACORN-M,Adversity,Std
MAC002022,2,ACORN-F,Comfortable,ToU
MAC002023,1,ACORN-Q,Adversity,Std
MAC002024,1,ACORN-D,Affluent,Std
MAC002025,2,ACORN-A,Affluent,Std
MAC002026,2,ACORN-E,Affluent,Std
MAC002027,1,ACORN-E,Affluent,Std
MAC002028,2,ACORN-Q,Adversity,Std
MAC002029,1,ACORN-E,Affluent,ToU
MAC002030,2,ACORN-F,Comfortable,ToU
MAC002031,2,ACORN-N,Adversity,Std
MAC002032,1,ACORN-G,Comfortable,Std
MAC002033,2,ACORN-Q,Adversity,Std
MAC002034,1,ACORN-F,Comfortable,Std
MAC002035,1,ACORN-Q,Adversity,Std
MAC002036,2,ACORN-D,Affluent,Std
MAC002037,1,ACORN-G,Comfortable,Std
MAC002038,2,ACORN-L,Adversity,Std
MAC002039,1,ACORN-N,Adversity,ToU
MAC002040,2,ACORN-Q,Adversity,ToU
MAC002041,2,ACORN-L,Adversity,Std
MAC002042,1,ACORN-E,Affluent,Std
MAC002043,2,ACORN-P,Adversity,Std
MAC002044,2,ACORN-F,Comfortable,Std
MAC002045,2,ACORN-Q,Adversity,Std
MAC002046,2,ACORN-E,Affluent,ToU
MAC002047,2,ACORN-E,Affluent,Std
MAC002048,1,ACORN-H,Comfortable,Std
MAC002049,1,ACORN-H,Comfortable,Std
MAC002050,2,ACORN-D,Affluent,Std
MAC002051,1,ACORN-H,Comfortable,Std
MAC002052,2,ACORN-E,Affluent,ToU
MAC002053,2,ACORN-Q,Adversity,Std
MAC002054,2,ACORN-Q,Adversity,Std
MAC002055,2,ACORN-Q,Adversity,Std
MAC002056,2,ACORN-U,ACORN-U,Std
MAC002057,2,ACORN-Q,Adversity,Std
MAC002058,2,ACORN-E,Affluent,Std
MAC002059,1,ACORN-O,Adversity,Std
MAC002060,2,ACORN-E,Affluent,ToU
MAC002061,2,ACORN-F,Comfortable,ToU
MAC002062,1,ACORN-H,Comfortable,Std
MAC002063,2,ACORN-D,Affluent,Std
MAC002064,1,ACORN-E,Affluent,Std
MAC002065,2,ACORN-P,Adversity,Std
MAC002066,2,ACORN-E,Affluent,Std
MAC002067,2,ACORN-Q,Adversity,Std
MAC002068,1,ACORN-A,Affluent,Std
MAC002069,2,ACORN-Q,Adversity,Std
MAC002070,1,ACORN-C,Affluent,Std
MAC002071,2,ACORN-G,Comfortable,Std
MAC002072,2,ACORN-E,Affluent,Std
MAC002073,2,ACORN-E,Affluent,ToU
MAC002074,1,ACORN-G,Comfortable,Std
MAC002075,2,ACORN-G,Comfortable,ToU
MAC002076,2,ACORN-N,Adversity,Std
MAC002077,2,ACORN-Q,Adversity,Std
MAC002078,2,ACORN-E,Affluent,Std
MAC002079,0,ACORN-L,Adversity,Std
MAC002080,1,ACORN-H,Comfortable,Std
MAC002081,2,ACORN-H,Comfortable,Std
MAC002082,1,ACORN-E,Affluent,Std
MAC002083,1,ACORN-D,Affluent,ToU
MAC002084,1,ACORN-F,Comfortable,ToU
MAC002085,2,ACORN-K,Adversity,Std
MAC002086,2,ACORN-F,Comfortable,Std
MAC002087,0,ACORN-U,ACORN-U,Std
MAC002088,1,ACORN-Q,Adversity,Std
MAC002089,2,ACORN-Q,Adversity,Std
MAC002090,2,ACORN-F,Comfortable,Std
MAC002091,2,ACORN-E,Affluent,Std
MAC002092,1,ACORN-E,Affluent,ToU
MAC002093,2,ACORN-E,Affluent,ToU
MAC002094,1,ACORN-Q,Adversity,Std
MAC002095,2,ACORN-H,Comfortable,Std
MAC002096,2,ACORN-E,Affluent,Std
MAC002097,1,ACORN-L,Adversity,Std
MAC002098,2,ACORN-E,Affluent,ToU
MAC002099,1,ACORN-E,Affluent,ToU
MAC002100,1,ACORN-E,Affluent,Std
MAC002101,2,ACORN-L,Adversity,Std
MAC002102,1,ACORN-E,Affluent,ToU
MAC002103,2,ACORN-O,Adversity,Std
MAC002104,2,ACORN-G,Comfortable,Std
MAC002105,1,ACORN-O,Adversity,Std
MAC002106,1,ACORN-E,Affluent,ToU
MAC002107,2,ACORN-Q,Adversity,Std
MAC002108,2,ACORN-Q,Adversity,ToU
MAC002109,2,ACORN-D,Affluent,Std
MAC002110,2,ACORN-F,Comfortable,ToU
MAC002111,2,ACORN-K,Adversity,ToU
MAC002112,1,ACORN-E,Affluent,Std
MAC002113,2,ACORN-A,Affluent,ToU
MAC002114,2,ACORN-E,Affluent,Std
MAC002115,1,ACORN-H,Comfortable,Std
MAC002116,2,ACORN-Q,Adversity,Std
MAC002117,2,ACORN-Q,Adversity,Std
MAC002118,2,ACORN-Q,Adversity,ToU
MAC002119,1,ACORN-Q,Adversity,ToU
MAC002120,1,ACORN-E,Affluent,Std
MAC002121,2,ACORN-E,Affluent,Std
MAC002122,1,ACORN-F,Comfortable,ToU
MAC002123,2,ACORN-H,Comfortable,Std
MAC002124,2,ACORN-Q,Adversity,Std
MAC002125,1,ACORN-E,Affluent,Std
MAC002126,2,ACORN-Q,Adversity,ToU
MAC002127,2,ACORN-J,Comfortable,Std
MAC002128,2,ACORN-Q,Adversity,Std
MAC002129,2,ACORN-Q,Adversity,Std
MAC002130,2,ACORN-E,Affluent,Std
MAC002131,2,ACORN-E,Affluent,ToU
MAC002132,1,ACORN-E,Affluent,ToU
MAC002133,2,ACORN-E,Affluent,Std
MAC002134,1,ACORN-A,Affluent,ToU
MAC002135,2,ACORN-E,Affluent,Std
MAC002136,2,ACORN-F,Comfortable,Std
MAC002137,0,ACORN-D,Affluent,Std
MAC002138,1,ACORN-D,Affluent,Std
MAC002139,1,ACORN-Q,Adversity,Std
MAC002140,2,ACORN-E,Affluent,ToU
MAC002141,1,ACORN-E,Affluent,Std
MAC002142,2,ACORN-E,Affluent,Std
MAC002143,2,ACORN-E,Affluent,Std
MAC002144,2,ACORN-D,Affluent,Std
MAC002145,1,ACORN-E,Affluent,Std
MAC002146,2,ACORN-Q,Adversity,Std
MAC002147,2,ACORN-N,Adversity,ToU
MAC002148,1,ACORN-D,Affluent,ToU
MAC002149,1,ACORN-F,Comfortable,Std
MAC002150,1,ACORN-A,Affluent,Std
MAC002151,2,ACORN-L,Adversity,Std
MAC002152,2,ACORN-U,ACORN-U,Std
MAC002153,1,ACORN-D,Affluent,Std
MAC002154,2,ACORN-E,Affluent,ToU
MAC002155,0,ACORN-D,Affluent,Std
MAC002156,1,ACORN-E,Affluent,ToU
MAC002157,2,ACORN-D,Affluent,Std
MAC002158,1,ACORN-E,Affluent,Std
MAC002159,2,ACORN-Q,Adversity,Std
MAC002160,2,ACORN-E,Affluent,Std
MAC002161,2,ACORN-Q,Adversity,Std
MAC002162,2,ACORN-E,Affluent,Std
MAC002163,0,ACORN-F,Comfortable,Std
MAC002164,1,ACORN-E,Affluent,ToU
MAC002165,1,ACORN-E,Affluent,Std
MAC002166,1,ACORN-D,Affluent,ToU
MAC002167,2,ACORN-O,Adversity,ToU
MAC002168,2,ACORN-Q,Adversity,Std
MAC002169,2,ACORN-F,Comfortable,Std
MAC002170,1,ACORN-D,Affluent,Std
MAC002171,2,ACORN-E,Affluent,Std
MAC002172,2,ACORN-E,Affluent,Std
MAC002173,2,ACORN-Q,Adversity,Std
MAC002174,1,ACORN-Q,Adversity,Std
MAC002175,2,ACORN-Q,Adversity,Std
MAC002176,1,ACORN-F,Comfortable,ToU
MAC002177,2,ACORN-L,Adversity,Std
MAC002178,2,ACORN-M,Adversity,Std
MAC002179,1,ACORN-E,Affluent,Std
MAC002180,2,ACORN-E,Affluent,Std
MAC002181,2,ACORN-F,Comfortable,Std
MAC002182,2,ACORN-F,Comfortable,ToU
MAC002183,1,ACORN-F,Comfortable,ToU
MAC002184,1,ACORN-E,Affluent,Std
MAC002185,2,ACORN-Q,Adversity,Std
MAC002186,2,ACORN-F,Comfortable,Std
MAC002187,1,ACORN-E,Affluent,Std
MAC002188,2,ACORN-H,Comfortable,ToU
MAC002189,2,ACORN-F,Comfortable,Std
MAC002190,1,ACORN-D,Affluent,Std
MAC002191,2,ACORN-Q,Adversity,Std
MAC002192,2,ACORN-L,Adversity,Std
MAC002193,2,ACORN-F,Comfortable,ToU
MAC002194,1,ACORN-K,Adversity,Std
MAC002195,1,ACORN-M,Adversity,Std
MAC002196,2,ACORN-Q,Adversity,Std
MAC002197,2,ACORN-I,Comfortable,Std
MAC002198,2,ACORN-H,Comfortable,Std
MAC002199,1,ACORN-A,Affluent,ToU
MAC002200,1,ACORN-E,Affluent,Std
MAC002201,1,ACORN-C,Affluent,ToU
MAC002202,2,ACORN-E,Affluent,Std
MAC002203,2,ACORN-E,Affluent,Std
MAC002204,2,ACORN-E,Affluent,Std
MAC002205,2,ACORN-F,Comfortable,Std
MAC002206,2,ACORN-Q,Adversity,Std
MAC002207,2,ACORN-E,Affluent,Std
MAC002208,1,ACORN-O,Adversity,Std
MAC002209,2,ACORN-Q,Adversity,Std
MAC002210,1,ACORN-E,Affluent,Std
MAC002211,2,ACORN-E,Affluent,Std
MAC002212,2,ACORN-L,Adversity,Std
MAC002213,0,ACORN-E,Affluent,Std
MAC002214,2,ACORN-C,Affluent,Std
MAC002215,2,ACORN-E,Affluent,ToU
MAC002216,2,ACORN-N,Adversity,Std
MAC002217,2,ACORN-Q,Adversity,ToU
MAC002218,1,ACORN-D,Affluent,Std
MAC002219,2,ACORN-F,Comfortable,ToU
MAC002220,2,ACORN-G,Comfortable,Std
MAC002221,2,ACORN-E,Affluent,Std
MAC002222,1,ACORN-G,Comfortable,ToU
MAC002223,1,ACORN-M,Adversity,Std
MAC002224,2,ACORN-E,Affluent,Std
MAC002225,1,ACORN-E,Affluent,ToU
MAC002226,2,ACORN-E,Affluent,ToU
MAC002227,1,ACORN-F,Comfortable,ToU
MAC002228,2,ACORN-E,Affluent,Std
MAC002229,2,ACORN-Q,Adversity,Std
MAC002230,2,ACORN-D,Affluent,ToU
MAC002231,1,ACORN-F,Comfortable,Std
MAC002232,1,ACORN-K,Adversity,ToU
MAC002233,2,ACORN-D,Affluent,Std
MAC002234,2,ACORN-Q,Adversity,Std
MAC002235,1,ACORN-I,Comfortable,Std
MAC002236,2,ACORN-Q,Adversity,ToU
MAC002237,2,ACORN-Q,Adversity,Std
MAC002238,1,ACORN-H,Comfortable,ToU
MAC002239,2,ACORN-H,Comfortable,Std
MAC002240,1,ACORN-E,Affluent,ToU
MAC002241,1,ACORN-E,Affluent,Std
MAC002242,2,ACORN-N,Adversity,ToU
MAC002243,1,ACORN-D,Affluent,ToU
MAC002244,2,ACORN-E,Affluent,Std
MAC002245,2,ACORN-G,Comfortable,Std
MAC002246,1,ACORN-H,Comfortable,ToU
MAC002247,2,ACORN-D,Affluent,ToU
MAC002248,2,ACORN-Q,Adversity,Std
MAC002249,1,ACORN-A,Affluent,Std
MAC002250,2,ACORN-E,Affluent,Std
MAC002251,2,ACORN-F,Comfortable,Std
MAC002252,1,ACORN-H,Comfortable,Std
MAC002253,1,ACORN-F,Comfortable,Std
MAC002254,1,ACORN-F,Comfortable,Std
MAC002255,2,ACORN-E,Affluent,Std
MAC002256,2,ACORN-H,Comfortable,Std
MAC002257,2,ACORN-E,Affluent,Std
MAC002258,2,ACORN-Q,Adversity,Std
MAC002259,2,ACORN-E,Affluent,Std
MAC002260,1,ACORN-A,Affluent,Std
MAC002261,2,ACORN-F,Comfortable,Std
MAC002262,2,ACORN-K,Adversity,Std
MAC002263,1,ACORN-H,Comfortable,Std
MAC002264,1,ACORN-E,Affluent,ToU
MAC002265,1,ACORN-E,Affluent,ToU
MAC002266,2,ACORN-F,Comfortable,Std
MAC002267,1,ACORN-D,Affluent,Std
MAC002268,2,ACORN-E,Affluent,ToU
MAC002269,1,ACORN-O,Adversity,Std
MAC002270,2,ACORN-Q,Adversity,Std
MAC002271,2,ACORN-E,Affluent,Std
MAC002272,1,ACORN-M,Adversity,Std
MAC002273,2,ACORN-J,Comfortable,Std
MAC002274,2,ACORN-Q,Adversity,Std
MAC002275,2,ACORN-F,Comfortable,Std
MAC002276,2,ACORN-Q,Adversity,Std
MAC002277,2,ACORN-F,Comfortable,ToU
MAC002278,2,ACORN-F,Comfortable,Std
MAC002279,2,ACORN-H,Comfortable,Std
MAC002280,1,ACORN-E,Affluent,ToU
MAC002281,1,ACORN-E,Affluent,ToU
MAC002282,2,ACORN-E,Affluent,Std
MAC002283,2,ACORN-F,Comfortable,Std
MAC002284,2,ACORN-J,Comfortable,Std
MAC002285,2,ACORN-E,Affluent,Std
MAC002286,2,ACORN-F,Comfortable,Std
MAC002287,2,ACORN-Q,Adversity,Std
MAC002288,2,ACORN-M,Adversity,Std
MAC002289,2,ACORN-E,Affluent,Std
MAC002290,2,ACORN-E,Affluent,ToU
MAC002291,1,ACORN-K,Adversity,ToU
MAC002292,2,ACORN-Q,Adversity,ToU
MAC002293,1,ACORN-Q,Adversity,Std
MAC002294,2,ACORN-Q,Adversity,Std
MAC002295,2,ACORN-K,Adversity,Std
MAC002296,1,ACORN-C,Affluent,Std
MAC002297,2,ACORN-E,Affluent,Std
MAC002298,2,ACORN-Q,Adversity,Std
MAC002299,2,ACORN-O,Adversity,Std
MAC002300,2,ACORN-H,Comfortable,ToU
MAC002301,2,ACORN-F,Comfortable,Std
MAC002302,2,ACORN-E,Affluent,Std
MAC002303,2,ACORN-J,Comfortable,Std
MAC002304,2,ACORN-P,Adversity,Std
MAC002305,1,ACORN-Q,Adversity,Std
MAC002306,1,ACORN-E,Affluent,Std
MAC002307,2,ACORN-E,Affluent,Std
MAC002308,2,ACORN-Q,Adversity,Std
MAC002309,2,ACORN-H,Comfortable,Std
MAC002310,1,ACORN-E,Affluent,Std
MAC002311,2,ACORN-G,Comfortable,Std
MAC002312,1,ACORN-H,Comfortable,Std
MAC002313,2,ACORN-E,Affluent,Std
MAC002314,1,ACORN-A,Affluent,Std
MAC002315,2,ACORN-Q,Adversity,Std
MAC002316,1,ACORN-K,Adversity,Std
MAC002317,2,ACORN-E,Affluent,Std
MAC002318,2,ACORN-Q,Adversity,ToU
MAC002319,2,ACORN-E,Affluent,Std
MAC002320,2,ACORN-F,Comfortable,Std
MAC002321,1,ACORN-E,Affluent,Std
MAC002322,2,ACORN-E,Affluent,Std
MAC002323,2,ACORN-H,Comfortable,Std
MAC002324,0,ACORN-E,Affluent,ToU
MAC002325,1,ACORN-Q,Adversity,Std
MAC002326,2,ACORN-E,Affluent,Std
MAC002327,1,ACORN-B,Affluent,Std
MAC002328,2,ACORN-Q,Adversity,Std
MAC002329,2,ACORN-F,Comfortable,Std
MAC002330,2,ACORN-E,Affluent,Std
MAC002331,2,ACORN-Q,Adversity,Std
MAC002332,1,ACORN-F,Comfortable,Std
MAC002333,2,ACORN-E,Affluent,Std
MAC002334,2,ACORN-E,Affluent,ToU
MAC002335,1,ACORN-D,Affluent,Std
MAC002336,2,ACORN-E,Affluent,ToU
MAC002337,2,ACORN-L,Adversity,Std
MAC002338,1,ACORN-E,Affluent,Std
MAC002339,1,ACORN-O,Adversity,Std
MAC002340,2,ACORN-E,Affluent,Std
MAC002341,1,ACORN-E,Affluent,Std
MAC002342,2,ACORN-L,Adversity,Std
MAC002343,1,ACORN-E,Affluent,Std
MAC002344,2,ACORN-F,Comfortable,ToU
MAC002345,2,ACORN-Q,Adversity,Std
MAC002346,2,ACORN-L,Adversity,ToU
MAC002347,2,ACORN-Q,Adversity,Std
MAC002348,1,ACORN-F,Comfortable,Std
MAC002349,1,ACORN-F,Comfortable,Std
MAC002350,2,ACORN-L,Adversity,Std
MAC002351,2,ACORN-Q,Adversity,Std
MAC002352,2,ACORN-Q,Adversity,Std
MAC002353,2,ACORN-Q,Adversity,Std
MAC002354,2,ACORN-H,Comfortable,Std
MAC002355,2,ACORN-E,Affluent,Std
MAC002356,2,ACORN-P,Adversity,Std
MAC002357,2,ACORN-Q,Adversity,ToU
MAC002358,1,ACORN-D,Affluent,Std
MAC002359,1,ACORN-E,Affluent,Std
MAC002360,2,ACORN-E,Affluent,Std
MAC002361,0,ACORN-E,Affluent,Std
MAC002362,2,ACORN-M,Adversity,Std
MAC002363,2,ACORN-F,Comfortable,Std
MAC002364,2,ACORN-Q,Adversity,Std
MAC002365,2,ACORN-Q,Adversity,Std
MAC002366,2,ACORN-P,Adversity,Std
MAC002367,1,ACORN-L,Adversity,Std
MAC002368,2,ACORN-K,Adversity,Std
MAC002369,1,ACORN-N,Adversity,Std
MAC002370,1,ACORN-E,Affluent,Std
MAC002371,2,ACORN-K,Adversity,Std
MAC002372,2,ACORN-E,Affluent,Std
MAC002373,2,ACORN-K,Adversity,Std
MAC002374,2,ACORN-E,Affluent,Std
MAC002375,2,ACORN-D,Affluent,Std
MAC002376,1,ACORN-F,Comfortable,Std
MAC002377,2,ACORN-L,Adversity,Std
MAC002378,2,ACORN-E,Affluent,Std
MAC002379,1,ACORN-Q,Adversity,Std
MAC002380,1,ACORN-D,Affluent,Std
MAC002381,2,ACORN-E,Affluent,Std
MAC002382,2,ACORN-Q,Adversity,Std
MAC002383,2,ACORN-F,Comfortable,Std
MAC002384,2,ACORN-Q,Adversity,Std
MAC002385,1,ACORN-M,Adversity,Std
MAC002386,2,ACORN-L,Adversity,Std
MAC002387,2,ACORN-O,Adversity,Std
MAC002388,2,ACORN-H,Comfortable,Std
MAC002389,1,ACORN-F,Comfortable,Std
MAC002390,2,ACORN-E,Affluent,Std
MAC002391,2,ACORN-Q,Adversity,Std
MAC002392,2,ACORN-Q,Adversity,Std
MAC002393,2,ACORN-F,Comfortable,Std
MAC002394,1,ACORN-E,Affluent,Std
MAC002395,1,ACORN-F,Comfortable,Std
MAC002396,0,ACORN-M,Adversity,Std
MAC002397,1,ACORN-F,Comfortable,Std
MAC002398,2,ACORN-L,Adversity,ToU
MAC002399,2,ACORN-E,Affluent,Std
MAC002400,2,ACORN-Q,Adversity,Std
MAC002401,1,ACORN-H,Comfortable,Std
MAC002402,2,ACORN-Q,Adversity,Std
MAC002403,2,ACORN-Q,Adversity,Std
MAC002404,2,ACORN-E,Affluent,ToU
MAC002405,1,ACORN-G,Comfortable,Std
MAC002406,2,ACORN-O,Adversity,Std
MAC002407,1,ACORN-E,Affluent,Std
MAC002408,2,ACORN-Q,Adversity,Std
MAC002409,2,ACORN-H,Comfortable,Std
MAC002410,2,ACORN-O,Adversity,Std
MAC002411,1,ACORN-H,Comfortable,Std
MAC002412,1,ACORN-K,Adversity,Std
MAC002413,2,ACORN-E,Affluent,ToU
MAC002414,1,ACORN-L,Adversity,Std
MAC002415,1,ACORN-N,Adversity,Std
MAC002416,2,ACORN-Q,Adversity,Std
MAC002417,2,ACORN-F,Comfortable,Std
MAC002418,2,ACORN-P,Adversity,ToU
MAC002419,2,ACORN-Q,Adversity,Std
MAC002420,2,ACORN-H,Comfortable,Std
MAC002421,2,ACORN-E,Affluent,ToU
MAC002422,2,ACORN-F,Comfortable,Std
MAC002423,2,ACORN-L,Adversity,Std
MAC002424,2,ACORN-Q,Adversity,Std
MAC002425,2,ACORN-L,Adversity,Std
MAC002426,2,ACORN-Q,Adversity,Std
MAC002427,2,ACORN-Q,Adversity,Std
MAC002428,1,ACORN-D,Affluent,Std
MAC002429,2,ACORN-P,Adversity,Std
MAC002430,2,ACORN-F,Comfortable,Std
MAC002431,2,ACORN-L,Adversity,Std
MAC002432,1,ACORN-E,Affluent,ToU
MAC002433,1,ACORN-C,Affluent,ToU
MAC002434,2,ACORN-E,Affluent,Std
MAC002435,2,ACORN-P,Adversity,Std
MAC002436,1,ACORN-E,Affluent,Std
MAC002437,1,ACORN-H,Comfortable,Std
MAC002438,2,ACORN-Q,Adversity,Std
MAC002439,2,ACORN-Q,Adversity,ToU
MAC002440,2,ACORN-K,Adversity,Std
MAC002441,0,ACORN-E,Affluent,Std
MAC002442,2,ACORN-E,Affluent,Std
MAC002443,0,ACORN-G,Comfortable,Std
MAC002444,2,ACORN-E,Affluent,ToU
MAC002445,2,ACORN-Q,Adversity,ToU
MAC002446,1,ACORN-E,Affluent,ToU
MAC002447,2,ACORN-E,Affluent,Std
MAC002448,2,ACORN-Q,Adversity,ToU
MAC002449,2,ACORN-F,Comfortable,Std
MAC002450,2,ACORN-N,Adversity,Std
MAC002451,1,ACORN-F,Comfortable,Std
MAC002452,2,ACORN-P,Adversity,ToU
MAC002453,2,ACORN-O,Adversity,Std
MAC002454,2,ACORN-E,Affluent,Std
MAC002455,2,ACORN-C,Affluent,ToU
MAC002456,2,ACORN-N,Adversity,Std
MAC002457,2,ACORN-P,Adversity,ToU
MAC002458,1,ACORN-D,Affluent,Std
MAC002459,2,ACORN-N,Adversity,Std
MAC002460,2,ACORN-F,Comfortable,Std
MAC002461,2,ACORN-G,Comfortable,Std
MAC002462,2,ACORN-O,Adversity,Std
MAC002463,2,ACORN-O,Adversity,ToU
MAC002464,2,ACORN-Q,Adversity,ToU
MAC002465,2,ACORN-F,Comfortable,Std
MAC002466,1,ACORN-F,Comfortable,Std
MAC002467,2,ACORN-K,Adversity,Std
MAC002468,2,ACORN-I,Comfortable,Std
MAC002469,2,ACORN-E,Affluent,Std
MAC002470,2,ACORN-E,Affluent,ToU
MAC002471,1,ACORN-E,Affluent,Std
MAC002472,2,ACORN-Q,Adversity,ToU
MAC002473,2,ACORN-Q,Adversity,ToU
MAC002474,2,ACORN-C,Affluent,Std
MAC002475,1,ACORN-Q,Adversity,Std
MAC002476,1,ACORN-H,Comfortable,ToU
MAC002477,2,ACORN-E,Affluent,Std
MAC002478,1,ACORN-E,Affluent,Std
MAC002479,2,ACORN-E,Affluent,Std
MAC002480,1,ACORN-F,Comfortable,Std
MAC002481,1,ACORN-C,Affluent,Std
MAC002482,1,ACORN-D,Affluent,ToU
MAC002483,2,ACORN-Q,Adversity,Std
MAC002484,2,ACORN-K,Adversity,ToU
MAC002485,1,ACORN-U,ACORN-U,Std
MAC002486,1,ACORN-F,Comfortable,ToU
MAC002487,2,ACORN-F,Comfortable,Std
MAC002488,2,ACORN-N,Adversity,ToU
MAC002489,1,ACORN-F,Comfortable,Std
MAC002490,2,ACORN-L,Adversity,ToU
MAC002491,2,ACORN-H,Comfortable,ToU
MAC002492,1,ACORN-E,Affluent,Std
MAC002493,1,ACORN-H,Comfortable,Std
MAC002494,1,ACORN-E,Affluent,Std
MAC002495,2,ACORN-E,Affluent,Std
MAC002496,1,ACORN-G,Comfortable,ToU
MAC002497,1,ACORN-D,Affluent,ToU
MAC002498,2,ACORN-E,Affluent,Std
MAC002499,2,ACORN-E,Affluent,Std
MAC002500,1,ACORN-F,Comfortable,Std
MAC002501,2,ACORN-Q,Adversity,Std
MAC002502,1,ACORN-F,Comfortable,Std
MAC002503,1,ACORN-C,Affluent,Std
MAC002504,2,ACORN-E,Affluent,Std
MAC002505,1,ACORN-D,Affluent,Std
MAC002506,2,ACORN-E,Affluent,Std
MAC002507,2,ACORN-F,Comfortable,ToU
MAC002508,2,ACORN-E,Affluent,ToU
MAC002509,2,ACORN-E,Affluent,Std
MAC002510,1,ACORN-E,Affluent,Std
MAC002511,1,ACORN-Q,Adversity,Std
MAC002512,1,ACORN-E,Affluent,Std
MAC002513,2,ACORN-E,Affluent,Std
MAC002514,2,ACORN-E,Affluent,Std
MAC002515,1,ACORN-H,Comfortable,Std
MAC002516,1,ACORN-O,Adversity,Std
MAC002517,1,ACORN-E,Affluent,Std
MAC002518,2,ACORN-E,Affluent,Std
MAC002519,1,ACORN-E,Affluent,Std
MAC002520,1,ACORN-F,Comfortable,ToU
MAC002521,2,ACORN-F,Comfortable,Std
MAC002522,2,ACORN-E,Affluent,Std
MAC002523,2,ACORN-Q,Adversity,Std
MAC002524,2,ACORN-K,Adversity,Std
MAC002525,2,ACORN-E,Affluent,Std
MAC002526,1,ACORN-H,Comfortable,Std
MAC002527,2,ACORN-Q,Adversity,Std
MAC002528,2,ACORN-B,Affluent,Std
MAC002529,2,ACORN-F,Comfortable,Std
MAC002530,2,ACORN-E,Affluent,Std
MAC002531,2,ACORN-Q,Adversity,Std
MAC002532,2,ACORN-F,Comfortable,Std
MAC002533,2,ACORN-E,Affluent,ToU
MAC002534,2,ACORN-E,Affluent,ToU
MAC002535,1,ACORN-G,Comfortable,Std
MAC002536,2,ACORN-E,Affluent,ToU
MAC002537,2,ACORN-Q,Adversity,Std
MAC002538,2,ACORN-F,Comfortable,Std
MAC002539,2,ACORN-E,Affluent,Std
MAC002540,2,ACORN-I,Comfortable,Std
MAC002541,2,ACORN-Q,Adversity,Std
MAC002542,2,ACORN-E,Affluent,Std
MAC002543,2,ACORN-E,Affluent,Std
MAC002544,1,ACORN-H,Comfortable,Std
MAC002545,2,ACORN-E,Affluent,Std
MAC002546,2,ACORN-E,Affluent,Std
MAC002547,2,ACORN-O,Adversity,Std
MAC002548,2,ACORN-E,Affluent,Std
MAC002549,1,ACORN-E,Affluent,Std
MAC002550,2,ACORN-E,Affluent,Std
MAC002551,2,ACORN-Q,Adversity,Std
MAC002552,1,ACORN-A,Affluent,ToU
MAC002553,1,ACORN-L,Adversity,Std
MAC002554,2,ACORN-F,Comfortable,Std
MAC002555,2,ACORN-D,Affluent,Std
MAC002556,2,ACORN-E,Affluent,Std
MAC002557,1,ACORN-E,Affluent,Std
MAC002558,1,ACORN-E,Affluent,Std
MAC002559,2,ACORN-Q,Adversity,Std
MAC002560,2,ACORN-E,Affluent,ToU
MAC002561,1,ACORN-H,Comfortable,Std
MAC002562,2,ACORN-A,Affluent,Std
MAC002563,1,ACORN-A,Affluent,Std
MAC002564,2,ACORN-E,Affluent,Std
MAC002565,2,ACORN-I,Comfortable,Std
MAC002566,2,ACORN-Q,Adversity,ToU
MAC002567,1,ACORN-E,Affluent,Std
MAC002568,2,ACORN-E,Affluent,ToU
MAC002569,1,ACORN-Q,Adversity,Std
MAC002570,1,ACORN-E,Affluent,Std
MAC002571,2,ACORN-E,Affluent,Std
MAC002572,2,ACORN-Q,Adversity,Std
MAC002573,2,ACORN-E,Affluent,Std
MAC002574,2,ACORN-G,Comfortable,ToU
MAC002575,2,ACORN-C,Affluent,Std
MAC002576,2,ACORN-Q,Adversity,Std
MAC002577,2,ACORN-F,Comfortable,Std
MAC002578,2,ACORN-E,Affluent,ToU
MAC002579,2,ACORN-P,Adversity,Std
MAC002580,2,ACORN-P,Adversity,Std
MAC002581,2,ACORN-E,Affluent,Std
MAC002582,2,ACORN-C,Affluent,Std
MAC002583,1,ACORN-E,Affluent,Std
