LCLid,avg_daily_consumption,std_daily_consumption,avg_daily_mean,avg_daily_peak,avg_load_factor,weekday_avg,weekend_avg,weekend_weekday_ratio,coef_variation,cluster,Acorn,Acorn_grouped,stdorToU
MAC001863,2.8230033,1.2949549,0.059025105,0.1977041,0.32533577,2.7729225,2.948761,1.0634127,0.45871532,2,ACORN-Q,Adversity,Std
MAC001864,18.328184,5.063185,0.38284117,1.8017532,0.22161515,17.295372,20.92169,1.2096698,0.27625132,1,ACORN-L,Adversity,Std
MAC001865,9.787568,6.3911977,0.20422137,0.8742389,0.26023757,9.664584,10.096395,1.0446796,0.6529914,1,ACORN-I,Comfortable,ToU
MAC001866,12.034277,4.957805,0.25127444,0.67219687,0.39731875,11.861686,12.469128,1.0512104,0.41197366,1,ACORN-N,Adversity,Std
MAC001867,9.800421,3.5921671,0.20465234,0.93526506,0.25416702,9.492958,10.575089,1.113993,0.36653194,2,ACORN-D,Affluent,Std
MAC001868,7.704486,1.7941093,0.16099276,0.51461464,0.34430808,7.666902,7.79876,1.0171983,0.23286556,2,ACORN-K,Adversity,Std
MAC001869,10.132971,3.8830512,0.21239032,0.9857243,0.219728,9.901288,10.713467,1.0820276,0.38320956,1,ACORN-D,Affluent,Std
MAC001870,5.7593265,2.624469,0.12083966,0.47206694,0.30367693,5.6399064,6.0596323,1.0744207,0.45569026,2,ACORN-G,Comfortable,Std
MAC001871,5.5514255,1.1094507,0.11597824,0.30911747,0.4147359,5.5736313,5.495911,0.98605573,0.1998497,2,ACORN-Q,Adversity,Std
MAC001872,2.427363,0.6250343,0.05066541,0.22596513,0.28262228,2.3815033,2.5422666,1.067505,0.2574952,2,ACORN-L,Adversity,Std
MAC001873,11.94794,4.350786,0.24949856,1.0000745,0.26481533,12.1674185,11.398023,0.9367659,0.3641453,1,ACORN-D,Affluent,ToU
MAC001874,20.517967,2.4719713,0.42892486,0.81926787,0.5453825,20.367022,20.896172,1.0259807,0.12047837,1,ACORN-M,Adversity,Std
MAC001875,7.2310033,1.8101401,0.15113749,0.75345963,0.2178372,7.1874037,7.340245,1.0212651,0.25033042,2,ACORN-I,Comfortable,Std
MAC001876,8.384153,2.5252647,0.1749044,0.69299525,0.32584888,7.8920403,9.617172,1.2185913,0.30119497,2,ACORN-Q,Adversity,Std
MAC001877,8.360395,1.1600143,0.1751853,0.5205524,0.35912135,8.351924,8.381572,1.0035498,0.13875112,2,ACORN-F,Comfortable,Std
MAC001878,22.863428,5.9882836,0.47756958,1.3813381,0.3701837,21.673763,25.837595,1.1921139,0.2619154,1,ACORN-Q,Adversity,Std
MAC001879,6.5608335,2.5013278,0.13721173,0.7914827,0.21501826,6.386291,6.995184,1.0953437,0.3812515,2,ACORN-F,Comfortable,Std
MAC001880,7.1634374,1.2509409,0.14960393,0.67035496,0.24259202,6.8562016,7.9332337,1.1570888,0.17462859,2,ACORN-Q,Adversity,ToU
MAC001881,7.9616914,1.9453808,0.16612382,0.70454675,0.318,7.688113,8.647156,1.1247436,0.24434265,2,ACORN-G,Comfortable,Std
MAC001882,11.243989,1.6560038,0.23550393,0.5512631,0.43763226,11.209317,11.330861,1.0108432,0.14727904,2,ACORN-L,Adversity,Std
MAC001883,6.668452,1.3402691,0.13919117,0.7857385,0.20012136,6.679639,6.6404223,0.99412894,0.20098655,2,ACORN-P,Adversity,Std
MAC001884,4.248409,0.8872953,0.089041255,0.35855785,0.2622194,4.1113257,4.591878,1.116885,0.20885356,2,ACORN-E,Affluent,Std
MAC001885,14.653867,6.2364693,0.30604145,2.7871237,0.13239557,14.481206,15.086477,1.041797,0.42558524,1,ACORN-Q,Adversity,Std
MAC001886,5.0655293,1.8373092,0.10584075,0.5718951,0.2313383,5.045915,5.1144557,1.0135834,0.36270824,2,ACORN-E,Affluent,Std
MAC001887,7.750336,3.8031974,0.16252059,0.8454884,0.23285963,7.482755,8.41929,1.125159,0.49071386,2,ACORN-O,Adversity,Std
MAC001888,4.430919,1.4388999,0.092459396,0.29481775,0.35053447,4.4018626,4.503722,1.0231401,0.3247407,2,ACORN-K,Adversity,Std
MAC001889,2.665972,0.8321286,0.05604605,0.23480457,0.25803584,2.6348221,2.7434335,1.0412215,0.31212953,2,ACORN-E,Affluent,Std
MAC001890,4.63665,1.2504457,0.09694941,0.29309508,0.36383563,4.6937985,4.493461,0.9573187,0.26968732,2,ACORN-F,Comfortable,Std
MAC001891,10.626015,3.0379834,0.22277357,0.8849191,0.28722954,10.211595,11.670167,1.1428349,0.28590053,1,ACORN-H,Comfortable,Std
MAC001892,2.7452948,0.46600553,0.057352353,0.122651346,0.50804335,2.752459,2.7273445,0.9908756,0.169747,2,ACORN-M,Adversity,Std
MAC001893,18.224037,9.280096,0.38053408,1.4528143,0.29011077,18.188766,18.312216,1.0067871,0.50922287,1,ACORN-A,Affluent,Std
MAC001894,8.252649,3.145712,0.17241573,1.612843,0.13521424,8.193169,8.401683,1.0254498,0.381176,1,ACORN-Q,Adversity,Std
MAC001895,21.102798,8.596842,0.44056404,2.6475291,0.23897505,21.049862,21.235434,1.0088158,0.40737924,1,ACORN-E,Affluent,Std
MAC001896,11.313519,4.2340364,0.23649633,0.6864976,0.39661762,11.006004,12.084011,1.0979471,0.37424576,1,ACORN-E,Affluent,Std
MAC001897,7.801821,2.1815283,0.16323823,0.85528207,0.2061867,7.450639,8.681727,1.1652327,0.27961782,2,ACORN-D,Affluent,Std
MAC001898,1.2705262,0.9096718,0.026542163,0.04847385,0.61700064,1.2652172,1.2838278,1.0147094,0.71598035,2,ACORN-Q,Adversity,Std
MAC001899,17.827242,2.4976916,0.37234375,0.7294612,0.5232164,17.630495,18.320206,1.0391203,0.14010534,1,ACORN-Q,Adversity,Std
MAC001900,7.11529,4.339044,0.14875959,0.6441839,0.26744607,6.9195523,7.6057224,1.0991639,0.6098197,2,ACORN-J,Comfortable,Std
MAC001901,11.132672,4.9921007,0.23311727,0.9851236,0.25746727,10.648589,12.342878,1.1591092,0.44841892,1,ACORN-F,Comfortable,Std
MAC001902,28.045517,22.896378,0.58583164,1.6905075,0.33514437,27.1782,30.207235,1.1114509,0.81640065,0,ACORN-E,Affluent,Std
MAC001903,7.020141,1.0709823,0.14692049,0.49944764,0.34033665,7.0003014,7.0701284,1.0099748,0.15255852,2,ACORN-F,Comfortable,Std
MAC001904,8.030008,3.4104161,0.16782251,0.7980412,0.28095886,7.829537,8.5323,1.0897579,0.4247089,2,ACORN-Q,Adversity,ToU
MAC001905,5.264918,2.629995,0.11021415,0.62168145,0.22589448,4.905022,6.166656,1.2572126,0.49953204,2,ACORN-E,Affluent,Std
MAC001906,9.360529,2.2349164,0.19736683,0.97314465,0.21792336,9.109777,9.990911,1.0967239,0.23875964,2,ACORN-F,Comfortable,Std
MAC001907,4.395192,1.3341311,0.09173925,0.4182111,0.271196,3.9904022,5.4071665,1.3550429,0.3035433,2,ACORN-Q,Adversity,Std
MAC001908,9.381371,2.5314853,0.19664995,1.0159237,0.2148569,9.424839,9.27434,0.9840316,0.26984173,2,ACORN-Q,Adversity,Std
MAC001909,14.656326,3.5161524,0.30576274,0.93702227,0.3496899,14.118145,16.009296,1.1339518,0.2399068,1,ACORN-L,Adversity,Std
MAC001910,21.582247,8.0257845,0.45113766,2.1902373,0.21508048,21.581722,21.583515,1.0000831,0.37186974,1,ACORN-Q,Adversity,ToU
MAC001911,9.314798,2.0222983,0.19525227,0.5234587,0.38864353,9.123683,9.792589,1.0733154,0.21710597,2,ACORN-F,Comfortable,Std
MAC001912,4.9179044,2.4174361,0.102931604,0.6269461,0.22207782,4.659351,5.564287,1.1942194,0.4915582,2,ACORN-E,Affluent,ToU
MAC001913,17.136812,4.3626385,0.3576686,1.2154397,0.3203542,16.526031,18.663761,1.1293553,0.254577,1,ACORN-F,Comfortable,Std
MAC001914,13.016765,4.3389406,0.27179927,1.1393477,0.25610903,11.784807,16.09666,1.3658824,0.3333348,1,ACORN-E,Affluent,Std
MAC001915,3.9489937,1.4540769,0.08256911,0.37733173,0.2433137,3.4958599,5.0818276,1.4536703,0.36821455,2,ACORN-J,Comfortable,Std
MAC001916,4.0150733,1.6722707,0.08385764,0.5365485,0.2114842,3.8782911,4.3589387,1.1239328,0.41649815,2,ACORN-E,Affluent,Std
MAC001917,13.041182,3.8624024,0.27386415,0.929927,0.32835227,12.751149,13.766261,1.0796094,0.29616967,1,ACORN-Q,Adversity,Std
MAC001918,8.327854,2.0204725,0.17391425,1.0935842,0.2046676,7.849596,9.5234995,1.2132471,0.24261622,2,ACORN-E,Affluent,Std
MAC001919,6.079216,2.3197484,0.12731297,1.2626842,0.12234181,5.900971,6.524828,1.1057211,0.38158676,2,ACORN-E,Affluent,Std
MAC001920,11.336443,8.215876,0.23668969,0.9112603,0.2606139,10.973685,12.243339,1.1156998,0.7247313,1,ACORN-E,Affluent,Std
MAC001921,3.650257,2.6305912,0.0771763,0.35149655,0.29097772,3.4932683,4.038,1.1559376,0.72065914,2,ACORN-Q,Adversity,Std
MAC001922,6.4624624,1.711244,0.13503624,0.9592639,0.17016974,6.3291,6.7977314,1.0740439,0.2647975,2,ACORN-Q,Adversity,Std
MAC001923,10.735193,3.3260813,0.22408356,0.89101744,0.2584031,10.418238,11.527584,1.1064812,0.30982965,1,ACORN-K,Adversity,Std
MAC001924,3.5839193,1.973254,0.07598005,0.5627086,0.16858424,3.2733867,4.36025,1.3320302,0.5505855,2,ACORN-F,Comfortable,Std
MAC001925,10.583361,5.4564204,0.22077031,0.99948597,0.28151703,10.608063,10.521891,0.9918767,0.51556593,1,ACORN-L,Adversity,ToU
MAC001926,13.836256,3.7650528,0.28941417,0.9916566,0.33806807,13.231913,15.343756,1.1596023,0.272115,1,ACORN-F,Comfortable,Std
MAC001927,9.207297,2.8097281,0.19267204,0.738473,0.28799134,8.913655,9.941401,1.1153,0.30516317,2,ACORN-K,Adversity,Std
MAC001928,8.778776,4.2788124,0.18394129,0.7754143,0.27336934,8.651605,9.096705,1.0514472,0.4874042,2,ACORN-D,Affluent,ToU
MAC001929,8.085941,4.462597,0.16907232,0.59524447,0.32661742,8.002749,8.293922,1.0363841,0.5518958,2,ACORN-K,Adversity,Std
MAC001930,5.6932936,2.965432,0.11893891,0.5266635,0.3191728,4.7656755,8.012339,1.6812598,0.52086407,2,ACORN-O,Adversity,Std
MAC001931,5.5647683,1.8716052,0.11639936,0.69467777,0.21620047,5.183787,6.517222,1.2572318,0.3363312,2,ACORN-Q,Adversity,Std
MAC001932,10.689409,3.167202,0.22357108,0.70832646,0.36117244,10.044803,12.293761,1.2238928,0.29629347,2,ACORN-N,Adversity,Std
MAC001933,3.674341,1.0647441,0.07696926,0.6090939,0.16465221,3.5826979,3.9060223,1.0902461,0.28977826,2,ACORN-E,Affluent,Std
MAC001934,7.8056383,3.0518327,0.16315044,0.699208,0.26458073,7.657315,8.181056,1.0683975,0.39097798,2,ACORN-F,Comfortable,Std
MAC001935,9.4748745,5.7218113,0.19831756,1.0767531,0.20931815,9.080907,10.47086,1.1530632,0.6038931,1,ACORN-G,Comfortable,Std
MAC001936,16.837172,4.955066,0.3519092,0.9107006,0.40882945,16.9822,16.470522,0.96986973,0.29429325,1,ACORN-E,Affluent,Std
MAC001937,11.363979,3.9806275,0.23743404,1.019422,0.25747567,11.1325,11.949181,1.0733601,0.35028467,1,ACORN-O,Adversity,Std
MAC001938,5.3604903,3.2324321,0.111997545,0.44502705,0.29323798,5.5795736,4.806629,0.8614689,0.60301054,2,ACORN-E,Affluent,Std
MAC001939,27.355776,12.7136545,0.5710863,2.229914,0.26159635,26.107403,30.511782,1.1687022,0.4647521,0,ACORN-L,Adversity,Std
MAC001940,9.277852,3.060996,0.19366102,0.9133455,0.25207677,9.113533,9.693264,1.0636121,0.3299251,2,ACORN-G,Comfortable,Std
MAC001941,10.497812,3.4032376,0.21960665,1.2365175,0.19212584,10.33264,10.915382,1.0563983,0.3241854,1,ACORN-F,Comfortable,Std
MAC001942,4.8679986,1.5486851,0.10176767,0.2927898,0.46294528,4.816496,4.9982023,1.0377258,0.3181359,2,ACORN-L,Adversity,ToU
MAC001943,6.3252454,3.4331207,0.13215594,0.5642584,0.31592217,6.3468647,6.2702823,0.9879338,0.54276484,2,ACORN-E,Affluent,Std
MAC001944,4.2831674,1.4009465,0.089451194,0.3242675,0.3301808,4.1533756,4.611292,1.1102515,0.3270819,2,ACORN-F,Comfortable,Std
MAC001945,3.6855493,1.2937627,0.07707219,0.41671976,0.23582478,3.4555423,4.2670283,1.2348361,0.3510366,2,ACORN-L,Adversity,Std
MAC001946,3.7667754,1.2904159,0.07915681,0.35540286,0.2817534,3.4851468,4.4787583,1.2850989,0.3425784,2,ACORN-F,Comfortable,Std
MAC001947,9.802043,3.9747446,0.2045964,0.5894395,0.4035682,9.545064,10.451708,1.0949856,0.40550163,2,ACORN-M,Adversity,Std
MAC001948,12.871332,6.730896,0.26946375,0.6855197,0.39577365,13.075818,12.357162,0.94503933,0.522937,1,ACORN-F,Comfortable,Std
MAC001949,6.639282,1.1174253,0.1388537,0.22414652,0.64959264,6.635582,6.648635,1.0019671,0.16830514,2,ACORN-F,Comfortable,Std
MAC001950,13.004964,6.875905,0.27141774,0.9913455,0.29335788,12.364263,14.624713,1.1828213,0.5287139,1,ACORN-E,Affluent,Std
MAC001951,12.979849,2.7359536,0.27101687,0.7876783,0.35796925,12.60762,13.9208765,1.1041636,0.2107847,1,ACORN-H,Comfortable,ToU
MAC001952,3.453565,1.0262462,0.073075026,0.3668384,0.24318881,3.4633958,3.4288766,0.99003315,0.29715562,2,ACORN-Q,Adversity,ToU
MAC001953,2.051169,0.47748592,0.0429166,0.24748568,0.22917598,2.0414846,2.0756516,1.0167364,0.23278722,2,ACORN-Q,Adversity,Std
MAC001954,7.5461435,2.112159,0.15757163,0.4156481,0.41095033,7.381858,7.9614716,1.0785186,0.27989912,2,ACORN-E,Affluent,Std
MAC001955,10.8048115,2.8323693,0.22567864,1.0881783,0.23552851,10.501898,11.570607,1.1017635,0.26213965,1,ACORN-M,Adversity,Std
MAC001956,21.53057,7.170335,0.44976446,1.9975278,0.25367293,20.412735,24.372526,1.1939863,0.33303043,1,ACORN-D,Affluent,Std
MAC001957,4.5741873,2.7988348,0.11903144,0.5459375,0.36065352,4.1478333,5.85325,1.4111584,0.6118759,2,ACORN-E,Affluent,Std
MAC001958,6.1008086,2.4717312,0.1276853,0.5433716,0.27262053,6.135639,6.01295,0.98000383,0.40514812,2,ACORN-C,Affluent,Std
MAC001959,5.674116,3.5423765,0.118774965,0.6258835,0.24137494,5.3573184,6.4763308,1.2088754,0.62430453,2,ACORN-Q,Adversity,Std
MAC001960,5.1999187,1.6564351,0.108830035,0.40648565,0.35708326,5.30778,4.9272356,0.92830443,0.3185502,2,ACORN-E,Affluent,Std
MAC001961,6.29382,1.3575298,0.13140713,0.3000335,0.46496457,6.3144803,6.241294,0.98840976,0.2156925,2,ACORN-F,Comfortable,Std
MAC001962,5.1261845,2.5691373,0.10706855,0.22299683,0.4653513,5.0867686,5.2258315,1.0273381,0.5011793,2,ACORN-E,Affluent,Std
MAC001963,5.57357,2.2824643,0.116476506,0.65841717,0.22706693,5.348167,6.14341,1.1486945,0.40951568,2,ACORN-E,Affluent,Std
MAC001964,6.4042435,1.6183584,0.13441391,0.33003503,0.5146443,6.455227,6.2753544,0.97213537,0.25270095,2,ACORN-D,Affluent,Std
MAC001965,3.7709124,3.3102455,0.07894876,0.41286147,0.36430266,3.6217177,4.14809,1.1453377,0.87783676,2,ACORN-F,Comfortable,Std
MAC001966,19.335308,5.653177,0.40563273,1.3204156,0.32758337,17.927917,22.893314,1.2769645,0.29237583,1,ACORN-B,Affluent,Std
MAC001967,5.922761,3.1873918,0.12381144,0.3375,0.38329715,5.80724,6.214809,1.0701829,0.5381598,2,ACORN-K,Adversity,Std
MAC001968,14.695353,3.7959595,0.30733237,1.2411524,0.26804167,14.864673,14.269669,0.95997196,0.2583102,1,ACORN-Q,Adversity,Std
MAC001969,4.3796687,1.4152446,0.0913594,0.2851051,0.36977807,4.4231734,4.2696857,0.9652992,0.32313964,2,ACORN-F,Comfortable,ToU
MAC001970,11.592935,7.4814253,0.24202545,0.8248142,0.33655775,11.007665,13.070043,1.1873584,0.64534354,1,ACORN-E,Affluent,Std
MAC001971,6.9840813,2.7694173,0.14588499,0.5727054,0.2728929,6.911722,7.1670113,1.0369357,0.3965328,2,ACORN-F,Comfortable,Std
MAC001972,3.2483573,1.6266615,0.067771524,0.5094721,0.17177512,2.895452,4.1385503,1.4293278,0.50076437,2,ACORN-E,Affluent,Std
MAC001973,13.70966,4.018982,0.28691766,0.9598259,0.32964855,13.633815,13.902057,1.0196748,0.29314965,1,ACORN-F,Comfortable,Std
MAC001974,7.964579,1.2127806,0.16641583,0.5533104,0.33278576,7.9708567,7.948815,0.9972347,0.15227178,2,ACORN-F,Comfortable,Std
MAC001975,7.313919,2.0162852,0.15285343,0.64270973,0.2688517,7.1621804,7.6966743,1.0746273,0.2756778,2,ACORN-H,Comfortable,Std
MAC001976,0.51166934,1.5948719,0.010659779,0.07257667,0.1214773,0.45251894,0.66171753,1.462298,3.1169972,2,ACORN-E,Affluent,ToU
MAC001977,5.648705,1.4336329,0.11797871,0.47011805,0.27710047,5.836913,5.173955,0.8864197,0.25379848,2,ACORN-N,Adversity,Std
MAC001978,39.860317,24.626686,0.8330119,2.2575965,0.3590423,38.888195,42.312466,1.0880543,0.6178246,0,ACORN-E,Affluent,Std
MAC001979,9.217432,7.2634573,0.1922688,0.64586604,0.3647371,9.993708,7.259298,0.72638685,0.7880131,2,ACORN-E,Affluent,Std
MAC001980,4.603153,1.3705652,0.09615915,0.24629825,0.44703925,4.6216793,4.5564213,0.98588,0.29774484,2,ACORN-D,Affluent,Std
MAC001981,15.970518,4.174086,0.3331377,1.4553876,0.25239742,16.078844,15.697269,0.97626853,0.26136196,1,ACORN-L,Adversity,Std
MAC001982,17.895077,9.333061,0.37368566,1.2489712,0.30192763,17.371912,19.222198,1.1065103,0.5215435,1,ACORN-N,Adversity,Std
MAC001983,11.001931,3.3047497,0.22960189,1.2721642,0.20212822,10.668796,11.842259,1.1099902,0.30037907,1,ACORN-Q,Adversity,Std
MAC001984,2.2092216,2.589668,0.04621076,0.47238597,0.36585492,2.5257595,1.410764,0.5585504,1.1722083,2,ACORN-E,Affluent,ToU
MAC001985,5.937029,2.2919073,0.12387788,0.8031356,0.17164013,5.8517346,6.1521797,1.051343,0.38603607,2,ACORN-G,Comfortable,Std
MAC001986,18.005102,3.0083215,0.37621462,1.9300256,0.21008086,17.701916,18.774202,1.0605747,0.16708161,1,ACORN-K,Adversity,Std
MAC001987,19.117725,21.161747,0.3995257,1.1604005,0.46603552,20.73339,15.064629,0.7265878,1.1069176,0,ACORN-E,Affluent,Std
MAC001988,9.1295,4.1687155,0.19064713,0.87461877,0.24712174,9.732082,7.609505,0.781899,0.45662034,2,ACORN-C,Affluent,Std
MAC001989,20.185242,14.258947,0.4223449,1.3284849,0.38162744,20.001884,20.647753,1.0322903,0.70640457,1,ACORN-A,Affluent,Std
MAC001990,4.9693413,1.0884299,0.10384557,0.27113718,0.38982937,4.963735,4.9834833,1.0039785,0.21902901,2,ACORN-E,Affluent,Std
MAC001991,21.03528,6.975278,0.4393091,1.6335247,0.2809269,20.035053,23.558325,1.1758554,0.331599,1,ACORN-H,Comfortable,Std
MAC001992,6.43022,2.0109932,0.1347038,0.74967945,0.20171005,6.011071,7.487511,1.2456201,0.31274095,2,ACORN-F,Comfortable,Std
MAC001993,5.419011,1.1862005,0.11315481,0.59749603,0.23657823,5.3920555,5.4870057,1.0176092,0.21889612,2,ACORN-N,Adversity,ToU
MAC001994,10.908105,5.2962675,0.22789256,0.915083,0.3019141,10.482408,11.981915,1.14305,0.4855351,1,ACORN-Q,Adversity,Std
MAC001995,12.079197,7.5806947,0.25205562,1.2375023,0.20530817,11.548076,13.418939,1.1620065,0.62758267,1,ACORN-E,Affluent,Std
MAC001996,7.374802,2.4206424,0.15414438,0.70453674,0.25973055,6.8799753,8.630039,1.2543707,0.3282315,2,ACORN-H,Comfortable,Std
MAC001997,4.9169345,2.870185,0.10263077,0.7198628,0.1907115,4.353071,6.3392644,1.456274,0.58373463,2,ACORN-U,ACORN-U,Std
MAC001998,9.071439,5.5172276,0.1892996,0.5234019,0.39790824,9.032109,9.170646,1.0153382,0.6081976,2,ACORN-E,Affluent,ToU
MAC001999,5.5888896,2.01467,0.116747394,0.57011664,0.29038203,5.5150604,5.774708,1.0470797,0.36047766,2,ACORN-D,Affluent,Std
MAC002000,3.7531466,1.0763475,0.07844441,0.48727593,0.20249599,3.9172652,3.3391628,0.85242194,0.28678533,2,ACORN-M,Adversity,Std
MAC002001,9.336229,1.515242,0.19530195,0.57453746,0.3637343,9.31604,9.387157,1.0076339,0.162297,2,ACORN-Q,Adversity,Std
MAC002002,33.77116,21.041174,0.7057908,1.6079936,0.43140996,33.37929,34.75963,1.0413531,0.6230516,0,ACORN-E,Affluent,Std
MAC002003,4.5651784,2.63304,0.09588606,0.5321675,0.29497254,4.330305,5.1576405,1.1910571,0.5767661,2,ACORN-Q,Adversity,Std
MAC002004,14.0258875,11.102472,0.29294732,0.89405954,0.33880413,14.194415,13.600492,0.95815796,0.79157007,1,ACORN-H,Comfortable,Std
MAC002005,10.804786,3.2882254,0.2262158,0.7535671,0.3401989,11.050205,10.182226,0.92145133,0.30433047,2,ACORN-D,Affluent,ToU
MAC002006,6.9839344,2.2244437,0.14631444,0.54802406,0.32935387,6.9657855,7.0297685,1.0091853,0.31850868,2,ACORN-E,Affluent,ToU
MAC002007,12.04017,10.669947,0.25128365,1.0680496,0.22292846,11.967408,12.224746,1.0215032,0.8861957,1,ACORN-E,Affluent,Std
MAC002008,3.890572,0.9300831,0.08120348,0.40701437,0.28017867,3.668382,4.449792,1.2130122,0.23906076,2,ACORN-E,Affluent,Std
MAC002009,7.3161035,3.5455625,0.1527093,1.1226029,0.19073333,7.7267838,6.280174,0.8127798,0.48462445,2,ACORN-Q,Adversity,Std
MAC002010,5.674069,1.2249055,0.1185298,0.39770335,0.354861,5.6457663,5.745461,1.0176584,0.2158778,2,ACORN-D,Affluent,Std
MAC002011,1.1141981,0.3783047,0.023350557,0.13497445,0.23960991,1.0317684,1.3232994,1.2825546,0.33953092,2,ACORN-Q,Adversity,ToU
MAC002012,18.484623,3.9201097,0.3857406,2.0370336,0.20869832,18.190939,19.222136,1.0566874,0.2120741,1,ACORN-F,Comfortable,Std
MAC002013,7.133038,3.3629954,0.14868607,0.70096165,0.27005613,7.228756,6.8926687,0.9535069,0.47146747,2,ACORN-L,Adversity,ToU
MAC002014,5.009296,2.0261126,0.10461839,0.85849726,0.15658058,4.9549685,5.1419806,1.0377424,0.40447053,2,ACORN-D,Affluent,Std
MAC002015,8.37773,2.2357717,0.17499939,0.7101789,0.27330774,8.557783,7.924562,0.9260064,0.2668708,2,ACORN-C,Affluent,Std
MAC002016,5.614184,2.014321,0.11719346,0.69652796,0.19818558,5.4323378,6.0708427,1.1175377,0.35879144,2,ACORN-E,Affluent,Std
MAC002017,4.245002,2.2132382,0.08875207,0.41989905,0.3176062,3.560568,5.973486,1.6776778,0.5213751,2,ACORN-E,Affluent,ToU
MAC002018,5.984227,3.4470716,0.12482407,0.5996943,0.28748915,6.002166,5.9399242,0.98963016,0.5760262,2,ACORN-E,Affluent,Std
MAC002019,7.4411573,4.2058764,0.15583496,0.66324216,0.37427709,7.4316635,7.464742,1.004451,0.56521803,2,ACORN-E,Affluent,Std
MAC002020,9.144311,1.8905051,0.19078949,0.84246486,0.24041836,9.039466,9.408191,1.0407906,0.20674112,2,ACORN-H,Comfortable,Std
MAC002021,3.722952,1.9219991,0.077874176,0.51356316,0.21751179,3.6518435,3.9015226,1.0683707,0.51625675,2,ACORN-M,Adversity,Std
MAC002022,5.296376,1.6486915,0.110455394,0.5381888,0.26478288,5.4174724,4.992275,0.92151374,0.31128672,2,ACORN-F,Comfortable,ToU
MAC002023,12.372269,5.186212,0.2583297,1.2063781,0.23687667,12.114761,13.018994,1.074639,0.41918036,1,ACORN-Q,Adversity,Std
MAC002024,21.784882,7.2054057,0.45727453,1.1725826,0.42141056,22.25557,20.600565,0.9256364,0.33075258,1,ACORN-D,Affluent,Std
MAC002025,9.213538,2.8510385,0.19250058,0.7702212,0.30043048,8.961184,9.8508415,1.099279,0.30944014,2,ACORN-A,Affluent,Std
MAC002026,6.6640625,1.420721,0.1391218,0.6086352,0.2916383,6.6292577,6.7514663,1.0184348,0.21319143,2,ACORN-E,Affluent,Std
MAC002027,12.43539,3.4960794,0.25978178,1.0779614,0.25522223,11.749375,14.160119,1.2051806,0.2811395,1,ACORN-E,Affluent,Std
MAC002028,9.820219,1.4845833,0.20509776,0.7704073,0.28432772,9.612917,10.341967,1.0758406,0.15117618,2,ACORN-Q,Adversity,Std
MAC002029,13.514171,5.458909,0.28252643,0.947163,0.34144908,13.837509,12.7003765,0.9178224,0.40393963,1,ACORN-E,Affluent,ToU
MAC002030,6.3903813,2.5705469,0.13329986,0.6016234,0.26951742,6.342215,6.5110674,1.0266236,0.4022525,2,ACORN-F,Comfortable,ToU
MAC002031,7.831188,2.5470388,0.16373676,0.77959865,0.22715384,7.718666,8.112493,1.0510226,0.32524297,2,ACORN-N,Adversity,Std
MAC002032,14.707275,4.5810676,0.3069076,1.4654592,0.23404649,14.227687,15.911634,1.1183571,0.3114831,1,ACORN-G,Comfortable,Std
MAC002033,4.077357,0.8528714,0.08520497,0.2962048,0.40336642,4.1077113,4.001129,0.97405314,0.20917262,2,ACORN-Q,Adversity,Std
MAC002034,16.923058,7.8764725,0.3547892,1.4194632,0.27518746,16.760942,17.332468,1.0340986,0.46542844,1,ACORN-F,Comfortable,Std
MAC002035,20.490757,6.18165,0.43158424,2.707061,0.17852741,19.3441,23.373592,1.208306,0.30167994,1,ACORN-Q,Adversity,Std
MAC002036,3.2853153,2.77961,0.06890959,0.35340482,0.26679775,3.4199665,2.947174,0.86175525,0.846071,2,ACORN-D,Affluent,Std
MAC002037,16.102541,4.9112115,0.3356877,1.3910464,0.26164672,15.831687,16.782719,1.0600713,0.30499604,1,ACORN-G,Comfortable,Std
